#COD_MUNICIPIO_CADMU,NOME_MUNICIPIO,COD_MUNICIPIO_IBGE,COD_UF,NOME_UF,COD_UF_IBGE
47245,CABECEIRAS DO PIAUÍ,2202059,PI,PIAUÍ,22
5892,RINCÃO,3543709,SP,SÃO PAULO,35
5201,CAXAMBU,3115508,MG,MINAS GERAIS,31
33242,TANGARÁ DA SERRA,5107958,MT,MATO GROSSO,51
45780,GODOY MOREIRA,4108551,PR,PARANÁ,41
1638,CANA VERDE,3111903,MG,MINAS GERAIS,31
11178,SANTANA DO ACARAÚ,2312007,CE,CEARÁ,23
55608,CERRITO,4305124,RS,RIO GRANDE DO SUL,43
22459,BRAGANÇA,1501709,PA,PARÁ,15
36933,SÃO MIGUEL DE TAIPU,2515005,PB,PARAÍBA,25
41409,SÃO JOSÉ DOS QUATRO MARCOS,5107107,MT,MATO GROSSO,51
50988,NOVA SANTA RITA,4313375,RS,RIO GRANDE DO SUL,43
45429,MONTAURI,4312351,RS,RIO GRANDE DO SUL,43
34595,ALEGRETE,4300406,RS,RIO GRANDE DO SUL,43
19352,SÃO JOSÉ DO RIO PARDO,3549706,SP,SÃO PAULO,35
38742,CIPOTÂNEA,3116308,MG,MINAS GERAIS,31
8961,BOM JARDIM DE MINAS,3107505,MG,MINAS GERAIS,31
36445,FARO,1503002,PA,PARÁ,15
39741,BOA VIAGEM,2302404,CE,CEARÁ,23
25377,RIBEIRO GONÇALVES,2208908,PI,PIAUÍ,22
53246,JAPONVAR,3135357,MG,MINAS GERAIS,31
2682,REDENÇÃO,2311603,CE,CEARÁ,23
34241,TIMBAÚBA DOS BATISTAS,2414308,RN,RIO GRANDE DO NORTE,24
9070,GOIANIRA,5208806,GO,GOIÁS,52
52467,VILA NOVA DO SUL,4323457,RS,RIO GRANDE DO SUL,43
51248,NOVA ESPERANÇA DO PIRIÁ,1504950,PA,PARÁ,15
24103,SANTANA DO GARAMBÉU,3158706,MG,MINAS GERAIS,31
2022,MASSAPÊ,2308005,CE,CEARÁ,23
38931,RIO NOVO,3155405,MG,MINAS GERAIS,31
53057,MARQUINHO,4115457,PR,PARANÁ,41
20035,BAIXA GRANDE,2902609,BA,BAHIA,29
24574,PARATY,3303807,RJ,RIO DE JANEIRO,33
4563,ITAPIRANGA,4208401,SC,SANTA CATARINA,42
57510,OLINDA NOVA DO MARANHÃO,2107456,MA,MARANHÃO,21
19895,MALLET,4113908,PR,PARANÁ,41
13798,RUBIATABA,5218904,GO,GOIÁS,52
17172,LORENA,3527207,SP,SÃO PAULO,35
9506,ITAMBACURI,3132701,MG,MINAS GERAIS,31
29531,CHÃ PRETA,2701902,AL,ALAGOAS,27
21838,BOM JARDIM,2102002,MA,MARANHÃO,21
7443,PAIVA,3146602,MG,MINAS GERAIS,31
26321,VOTUPORANGA,3557105,SP,SÃO PAULO,35
18377,OURIÇANGAS,2923308,BA,BAHIA,29
14278,CACHOEIRA,2904902,BA,BAHIA,29
56353,FERNANDO PEDROZA,2403756,RN,RIO GRANDE DO NORTE,24
51145,ELDORADO DO CARAJÁS,1502954,PA,PARÁ,15
15167,FRONTEIRA DOS VALES,3127057,MG,MINAS GERAIS,31
35680,CRUZEIRO DO SUL,1200203,AC,ACRE,12
7261,DATAS,3121001,MG,MINAS GERAIS,31
51303,NOVA IPIXUNA,1504976,PA,PARÁ,15
19493,PARATINGA,2923704,BA,BAHIA,29
6671,JÚLIO DE CASTILHOS,4311205,RS,RIO GRANDE DO SUL,43
35415,CONCHAS,3512308,SP,SÃO PAULO,35
38175,CEDRO DE SÃO JOÃO,2801603,SE,SERGIPE,28
36311,GUARAMIRANGA,2305100,CE,CEARÁ,23
56030,SÃO DOMINGOS DO NORTE,3204658,ES,ESPÍRITO SANTO,32
25164,GILBUÉS,2204402,PI,PIAUÍ,22
41337,RIO BANANAL,3204351,ES,ESPÍRITO SANTO,32
9719,BUENÓPOLIS,3109204,MG,MINAS GERAIS,31
25487,VIRGOLÂNDIA,3171907,MG,MINAS GERAIS,31
2008,SANTA MARIA DO SUAÇUÍ,3158201,MG,MINAS GERAIS,31
23984,PARACATU,3147006,MG,MINAS GERAIS,31
7247,BARBOSA FERRAZ,4102505,PR,PARANÁ,41
36971,CAIAPÔNIA,5204409,GO,GOIÁS,52
54829,AGUIARNÓPOLIS,1700301,TO,TOCANTINS,17
28329,PARAMIRIM,2923605,BA,BAHIA,29
27155,QUATÁ,3541703,SP,SÃO PAULO,35
39978,APARECIDA DO TABOADO,5001003,MS,MATO GROSSO DO SUL,50
29517,AGUAÍ,3500303,SP,SÃO PAULO,35
50263,ENTRE FOLHAS,3123858,MG,MINAS GERAIS,31
20138,LAGUNA,4209409,SC,SANTA CATARINA,42
14151,TAUÁ,2313302,CE,CEARÁ,23
41997,BOA VISTA DO RAMOS,1300680,AM,AMAZONAS,13
28006,LAFAIETE COUTINHO,2918704,BA,BAHIA,29
10289,PARDINHO,3536109,SP,SÃO PAULO,35
44695,SANTA MARIA DE JETIBÁ,3204559,ES,ESPÍRITO SANTO,32
10447,SANTA CRUZ DO RIO PARDO,3546405,SP,SÃO PAULO,35
37499,CAMUTANGA,2603603,PE,PERNAMBUCO,26
21474,MOSTARDAS,4312500,RS,RIO GRANDE DO SUL,43
12359,ALEXÂNIA,5200308,GO,GOIÁS,52
30472,TOLEDO,4127700,PR,PARANÁ,41
19479,SALINAS DA MARGARIDA,2927309,BA,BAHIA,29
15978,FEIJÓ,1200302,AC,ACRE,12
26974,ITUPIRANGA,1503705,PA,PARÁ,15
24749,PERI MIRIM,2108405,MA,MARANHÃO,21
10083,MADRE DE DEUS DE MINAS,3139102,MG,MINAS GERAIS,31
31237,ARAPUÁ,3103801,MG,MINAS GERAIS,31
50146,BURITINÓPOLIS,5203962,GO,GOIÁS,52
46033,TUNÁPOLIS,4218756,SC,SANTA CATARINA,42
10870,SANTANA DE CATAGUASES,3158409,MG,MINAS GERAIS,31
52371,VITÓRIA DAS MISSÕES,4323754,RS,RIO GRANDE DO SUL,43
9214,APARECIDA,3502507,SP,SÃO PAULO,35
35271,BOSSOROCA,4302501,RS,RIO GRANDE DO SUL,43
13815,LUTÉCIA,3527900,SP,SÃO PAULO,35
7993,CEARÁ-MIRIM,2402600,RN,RIO GRANDE DO NORTE,24
17770,FRANCISCO DUMONT,3126604,MG,MINAS GERAIS,31
47692,NOVA LARANJEIRAS,4117057,PR,PARANÁ,41
21168,ALTO DO RODRIGUES,2400703,RN,RIO GRANDE DO NORTE,24
58007,SERRA NOVA DOURADA,5107883,MT,MATO GROSSO,51
27784,BARRA DE SANTA ROSA,2501609,PB,PARAÍBA,25
3241,ELÓI MENDES,3123601,MG,MINAS GERAIS,31
23063,TUMIRITINGA,3169505,MG,MINAS GERAIS,31
53222,GOIABEIRA,3127370,MG,MINAS GERAIS,31
19943,SÃO JOÃO BATISTA DO GLÓRIA,3162203,MG,MINAS GERAIS,31
48189,AMPARO,2500734,PB,PARAÍBA,25
43610,CHAPADÃO DO SUL,5002951,MS,MATO GROSSO DO SUL,50
5995,SIMÕES FILHO,2930709,BA,BAHIA,29
20657,RERIUTABA,2311702,CE,CEARÁ,23
11116,BAIÃO,1501204,PA,PARÁ,15
21931,TOMAR DO GERU,2807501,SE,SERGIPE,28
3155,RIO PARANAÍBA,3155504,MG,MINAS GERAIS,31
17031,NOVA ERECHIM,4211405,SC,SANTA CATARINA,42
13066,GOVERNADOR CELSO RAMOS,4206009,SC,SANTA CATARINA,42
46552,SÃO MIGUEL DO TOCANTINS,1720200,TO,TOCANTINS,17
49762,SÃO JOÃO DO ITAPERIÚ,4216354,SC,SANTA CATARINA,42
15514,SÃO GOTARDO,3162104,MG,MINAS GERAIS,31
58069,RONDOLÂNDIA,5107578,MT,MATO GROSSO,51
35587,URUAÇU,5221601,GO,GOIÁS,52
25030,CHÃ GRANDE,2604502,PE,PERNAMBUCO,26
48567,ENTRE RIOS DO OESTE,4107538,PR,PARANÁ,41
9221,IPUBI,2607307,PE,PERNAMBUCO,26
56580,CACHOEIRA DO PIRIÁ,1501956,PA,PARÁ,15
20523,CEDRO,2604304,PE,PERNAMBUCO,26
21254,GLÓRIA DO GOITÁ,2606101,PE,PERNAMBUCO,26
28941,PARAÚ,2408706,RN,RIO GRANDE DO NORTE,24
25827,CONCEIÇÃO DO ARAGUAIA,1502707,PA,PARÁ,15
8590,ALVORADA DE MINAS,3102407,MG,MINAS GERAIS,31
2390,JATAÚBA,2608008,PE,PERNAMBUCO,26
21405,BONINAL,2904001,BA,BAHIA,29
35611,FRONTEIRA,3127008,MG,MINAS GERAIS,31
11965,CHAPADINHA,2103208,MA,MARANHÃO,21
30575,JOSELÂNDIA,2105609,MA,MARANHÃO,21
32559,CACHOEIRO DE ITAPEMIRIM,3201209,ES,ESPÍRITO SANTO,32
48907,SANTO ANTÔNIO DO ARACANGUÁ,3548054,SP,SÃO PAULO,35
48093,PATO BRAGADO,4118451,PR,PARANÁ,41
29809,VIGIA,1508209,PA,PARÁ,15
52546,BARRA DO RIO AZUL,4301925,RS,RIO GRANDE DO SUL,43
29995,ALIANÇA,2600708,PE,PERNAMBUCO,26
56872,MARAJÁ DO SENA,2106359,MA,MARANHÃO,21
43517,QUITERIANÓPOLIS,2311264,CE,CEARÁ,23
26390,NOVA LONDRINA,4117107,PR,PARANÁ,41
21326,ANGÉLICA,5000856,MS,MATO GROSSO DO SUL,50
25542,ALVORADA,1700707,TO,TOCANTINS,17
52072,SINIMBU,4320677,RS,RIO GRANDE DO SUL,43
17141,CONCEIÇÃO DE MACABU,3301405,RJ,RIO DE JANEIRO,33
40730,IVINHEMA,5004700,MS,MATO GROSSO DO SUL,50
23434,BARCELOS,1300409,AM,AMAZONAS,13
44114,TURVELÂNDIA,5221551,GO,GOIÁS,52
5263,SÃO LEOPOLDO,4318705,RS,RIO GRANDE DO SUL,43
16410,DIVINA PASTORA,2802007,SE,SERGIPE,28
7120,CAMPO DO TENENTE,4104105,PR,PARANÁ,41
40792,TRÊS BARRAS DO PARANÁ,4127858,PR,PARANÁ,41
26008,BOM JESUS DO ITABAPOANA,3300605,RJ,RIO DE JANEIRO,33
18614,SÃO GONÇALO DO AMARANTE,2312403,CE,CEARÁ,23
29957,TIRADENTES,3168804,MG,MINAS GERAIS,31
24914,SEBASTIÃO LARANJEIRAS,2930006,BA,BAHIA,29
34791,PONTALINA,5217708,GO,GOIÁS,52
6499,DRACENA,3514403,SP,SÃO PAULO,35
55251,MILTON BRANDÃO,2206357,PI,PIAUÍ,22
18353,TUNEIRAS DO OESTE,4127908,PR,PARANÁ,41
34100,IGREJA NOVA,2703205,AL,ALAGOAS,27
50483,UBAPORANGA,3170057,MG,MINAS GERAIS,31
8284,NHAMUNDÁ,1303007,AM,AMAZONAS,13
9111,NOVA SANTA ROSA,4117222,PR,PARANÁ,41
18102,ITIRAPUÃ,3523701,SP,SÃO PAULO,35
20028,CARAZINHO,4304705,RS,RIO GRANDE DO SUL,43
49078,RIBEIRÃO GRANDE,3543253,SP,SÃO PAULO,35
22095,COSMORAMA,3512902,SP,SÃO PAULO,35
44860,CROATÁ,2304236,CE,CEARÁ,23
39875,BOA ESPERANÇA DO SUL,3506706,SP,SÃO PAULO,35
16063,SERTÃOZINHO,3551702,SP,SÃO PAULO,35
48031,POÇO DE JOSÉ DE MOURA,2512077,PB,PARAÍBA,25
47599,SÃO JOSÉ DO DIVINO,2210052,PI,PIAUÍ,22
44262,EUNÁPOLIS,2910727,BA,BAHIA,29
47946,BOA VISTA,2502151,PB,PARAÍBA,25
43799,DIVINÓPOLIS DO TOCANTINS,1707108,TO,TOCANTINS,17
34320,AIUABA,2300408,CE,CEARÁ,23
16726,PLANALTINA DO PARANÁ,4119707,PR,PARANÁ,41
25384,SÍTIO NOVO,2111805,MA,MARANHÃO,21
2558,SENGÉS,4126306,PR,PARANÁ,41
30317,PORTO AMAZONAS,4120101,PR,PARANÁ,41
22590,ITAPORANGA,3522802,SP,SÃO PAULO,35
20327,LEOPOLDINA,3138401,MG,MINAS GERAIS,31
16874,FLORAÍ,4107801,PR,PARANÁ,41
25573,PLANALTO,2925006,BA,BAHIA,29
34588,ALTEROSA,3102001,MG,MINAS GERAIS,31
14010,AUGUSTO DE LIMA,3104809,MG,MINAS GERAIS,31
13547,URUCÂNIA,3170503,MG,MINAS GERAIS,31
24567,MACAPARANA,2609006,PE,PERNAMBUCO,26
56803,ITINGA DO MARANHÃO,2105427,MA,MARANHÃO,21
26761,ARAL MOREIRA,5001243,MS,MATO GROSSO DO SUL,50
8600,ALPESTRE,4300505,RS,RIO GRANDE DO SUL,43
45041,PIRAPÓ,4314555,RS,RIO GRANDE DO SUL,43
23276,SÃO JOSÉ DE MIPIBU,2412203,RN,RIO GRANDE DO NORTE,24
28862,MASSARANDUBA,2509206,PB,PARAÍBA,25
46703,TAIPAS DO TOCANTINS,1720937,TO,TOCANTINS,17
26857,ARAÇOIABA DA SERRA,3502903,SP,SÃO PAULO,35
45515,VITOR MEIRELES,4219358,SC,SANTA CATARINA,42
20004,SÃO SEBASTIÃO DO RIO VERDE,3164902,MG,MINAS GERAIS,31
4824,MUNHOZ,3143807,MG,MINAS GERAIS,31
33905,PEDRA DOURADA,3149002,MG,MINAS GERAIS,31
53112,DIVISA ALEGRE,3122355,MG,MINAS GERAIS,31
3179,PIQUET CARNEIRO,2310902,CE,CEARÁ,23
15851,BEZERROS,2601904,PE,PERNAMBUCO,26
13444,ARAÇUAÍ,3103405,MG,MINAS GERAIS,31
12005,LINS,3527108,SP,SÃO PAULO,35
43562,SÃO JOSÉ DO VALE DO RIO PRETO,3305158,RJ,RIO DE JANEIRO,33
2194,SÃO LUÍS GONZAGA DO MARANHÃO,2111409,MA,MARANHÃO,21
28934,NAZARÉ,1714302,TO,TOCANTINS,17
56607,PIÇARRA,1505635,PA,PARÁ,15
36854,FARIA LEMOS,3125309,MG,MINAS GERAIS,31
30362,MONTEIRÓPOLIS,2705408,AL,ALAGOAS,27
10973,TANQUINHO,2931103,BA,BAHIA,29
4147,BRUMADO,2904605,BA,BAHIA,29
52515,MONTE BELO DO SUL,4312385,RS,RIO GRANDE DO SUL,43
41186,JAGUARÉ,3203056,ES,ESPÍRITO SANTO,32
45759,SANTA TEREZA DO OESTE,4124020,PR,PARANÁ,41
46497,JUCURUÇU,2918456,BA,BAHIA,29
17440,DONA EMMA,4205100,SC,SANTA CATARINA,42
54836,BANDEIRANTES DO TOCANTINS,1703057,TO,TOCANTINS,17
22291,GRAÇA ARANHA,2104701,MA,MARANHÃO,21
14797,CASA GRANDE,3114907,MG,MINAS GERAIS,31
49724,SANTA HELENA,4215554,SC,SANTA CATARINA,42
35800,BRASÍLIA,5300108,DF,DISTRITO FEDERAL,53
35219,MONTE CARMELO,3143104,MG,MINAS GERAIS,31
54458,CAPÃO ALTO,4203253,SC,SANTA CATARINA,42
36548,SÃO JOÃO DO JAGUARIBE,2312502,CE,CEARÁ,23
29249,PEIXE-BOI,1505601,PA,PARÁ,15
27320,OURIZONA,4117404,PR,PARANÁ,41
26589,GRÃO MOGOL,3127800,MG,MINAS GERAIS,31
32030,CANTAGALO,3301108,RJ,RIO DE JANEIRO,33
12029,RIO NEGRINHO,4215000,SC,SANTA CATARINA,42
12696,POMERODE,4213203,SC,SANTA CATARINA,42
30087,ÁLVARES FLORENCE,3501202,SP,SÃO PAULO,35
34344,RIACHÃO DO JACUÍPE,2926301,BA,BAHIA,29
22961,BUÍQUE,2602803,PE,PERNAMBUCO,26
34124,CHIADOR,3116209,MG,MINAS GERAIS,31
28439,CAETÉS,2603207,PE,PERNAMBUCO,26
17134,CONCEIÇÃO DO JACUÍPE,2908507,BA,BAHIA,29
55945,CARAPEBUS,3300936,RJ,RIO DE JANEIRO,33
51255,ABEL FIGUEIREDO,1500131,PA,PARÁ,15
45821,IMIGRANTE,4310363,RS,RIO GRANDE DO SUL,43
33857,BENEDITINOS,2201606,PI,PIAUÍ,22
14508,MARÍLIA,3529005,SP,SÃO PAULO,35
39143,OLHO D'ÁGUA DO BORGES,2408409,RN,RIO GRANDE DO NORTE,24
38010,CAMETÁ,1502103,PA,PARÁ,15
12847,CONCEIÇÃO DO MATO DENTRO,3117504,MG,MINAS GERAIS,31
44413,TAPURAH,5108006,MT,MATO GROSSO,51
43782,COMBINADO,1705557,TO,TOCANTINS,17
52993,CATUTI,3115474,MG,MINAS GERAIS,31
6688,LUÍS DOMINGUES,2106201,MA,MARANHÃO,21
27894,SÃO JOSÉ DO BONFIM,2514602,PB,PARAÍBA,25
4374,ESPÍRITO SANTO,2403509,RN,RIO GRANDE DO NORTE,24
39624,CÓRREGO DO BOM JESUS,3119906,MG,MINAS GERAIS,31
49906,JARDIM DO MULATO,2205250,PI,PIAUÍ,22
16252,IGUATAMA,3130309,MG,MINAS GERAIS,31
13262,PRIMAVERA,1506104,PA,PARÁ,15
44839,SÃO JOÃO DA CANABRAVA,2209856,PI,PIAUÍ,22
30180,ANANÁS,1701002,TO,TOCANTINS,17
24770,CERRO CORÁ,2402709,RN,RIO GRANDE DO NORTE,24
9180,JOAQUIM NABUCO,2608206,PE,PERNAMBUCO,26
55017,BOA HORA,2201770,PI,PIAUÍ,22
28903,PARAÍBA DO SUL,3303708,RJ,RIO DE JANEIRO,33
36751,CAMBORIÚ,4203204,SC,SANTA CATARINA,42
6121,ANTONINA DO NORTE,2300804,CE,CEARÁ,23
55464,TAMBORIL DO PIAUÍ,2210953,PI,PIAUÍ,22
18731,SANTA CRUZ DE GOIÁS,5219209,GO,GOIÁS,52
7151,SÃO SEBASTIÃO DO ALTO,3305307,RJ,RIO DE JANEIRO,33
32779,SANTO ÂNGELO,4317509,RS,RIO GRANDE DO SUL,43
33479,GASTÃO VIDIGAL,3516804,SP,SÃO PAULO,35
20341,MELGAÇO,1504505,PA,PARÁ,15
46064,TUNAS,4322152,RS,RIO GRANDE DO SUL,43
34928,GONGOGI,2911501,BA,BAHIA,29
18401,TUBARÃO,4218707,SC,SANTA CATARINA,42
36469,PALMA SOLA,4212007,SC,SANTA CATARINA,42
27533,VÁRZEA ALEGRE,2314003,CE,CEARÁ,23
24464,PALMEIRA,4117701,PR,PARANÁ,41
39167,EMBU-GUAÇU,3515103,SP,SÃO PAULO,35
11752,HEITORAÍ,5209606,GO,GOIÁS,52
1597,SÃO LOURENÇO DA MATA,2613701,PE,PERNAMBUCO,26
52230,NOVO MACHADO,4313425,RS,RIO GRANDE DO SUL,43
40383,ITARIRI,3523305,SP,SÃO PAULO,35
15129,BARRA LONGA,3105707,MG,MINAS GERAIS,31
19462,TAPEJARA,4320909,RS,RIO GRANDE DO SUL,43
32906,TAIAÇU,3553104,SP,SÃO PAULO,35
55842,TURUÇU,4322327,RS,RIO GRANDE DO SUL,43
5218,SABINO,3544608,SP,SÃO PAULO,35
17237,GONÇALVES,3127404,MG,MINAS GERAIS,31
13413,ARAPIRACA,2700300,AL,ALAGOAS,27
29689,PINHALZINHO,3538204,SP,SÃO PAULO,35
56724,SÃO FELIPE D'OESTE,1101484,RO,RONDÔNIA,11
20248,ADAMANTINA,3500105,SP,SÃO PAULO,35
6372,CRAVOLÂNDIA,2909505,BA,BAHIA,29
48732,MARIZÓPOLIS,2509156,PB,PARAÍBA,25
27825,CABECEIRAS,5204003,GO,GOIÁS,52
7625,MANDAGUAÇU,4114104,PR,PARANÁ,41
57613,IGARAPÉ DO MEIO,2105153,MA,MARANHÃO,21
45034,PINHAL,4314456,RS,RIO GRANDE DO SUL,43
48828,COCAL DO SUL,4204251,SC,SANTA CATARINA,42
21120,OLINDA,2609600,PE,PERNAMBUCO,26
46538,FORTALEZA DO TABOCÃO,1708254,TO,TOCANTINS,17
7539,SANTA CRUZ DO ESCALVADO,3157401,MG,MINAS GERAIS,31
18566,AXIXÁ,2101103,MA,MARANHÃO,21
18920,JACUTINGA,3134905,MG,MINAS GERAIS,31
48172,PONTAL DO PARANÁ,4119954,PR,PARANÁ,41
24969,PEREIRO,2310803,CE,CEARÁ,23
23692,SANTA ISABEL,3546801,SP,SÃO PAULO,35
54032,NOVA CASTILHO,3532868,SP,SÃO PAULO,35
52319,MARATÁ,4311791,RS,RIO GRANDE DO SUL,43
30324,RONDON,4122602,PR,PARANÁ,41
29421,CEDRAL,3511300,SP,SÃO PAULO,35
16795,ALAGOA GRANDE,2500304,PB,PARAÍBA,25
10162,MATIPÓ,3140902,MG,MINAS GERAIS,31
5816,BELÉM,1501402,PA,PARÁ,15
5067,PALMITINHO,4313805,RS,RIO GRANDE DO SUL,43
7209,CARVALHÓPOLIS,3114709,MG,MINAS GERAIS,31
22617,ITAPUÍ,3522901,SP,SÃO PAULO,35
2228,BARÃO DE ANTONINA,3505005,SP,SÃO PAULO,35
57077,MARANHÃOZINHO,2106375,MA,MARANHÃO,21
2709,CERQUILHO,3511508,SP,SÃO PAULO,35
24983,FELIZ,4308102,RS,RIO GRANDE DO SUL,43
4800,SUD MENNUCCI,3552304,SP,SÃO PAULO,35
36665,CALDAS BRANDÃO,2503803,PB,PARAÍBA,25
32281,CAMBARÁ,4103602,PR,PARANÁ,41
29902,HIDROLÂNDIA,5209705,GO,GOIÁS,52
43328,APIÚNA,4201257,SC,SANTA CATARINA,42
51444,PEDRA BRANCA DO AMAPARI,1600154,AP,AMAPÁ,16
44578,OURILÂNDIA DO NORTE,1505437,PA,PARÁ,15
52663,LAJEADO DO BUGRE,4311429,RS,RIO GRANDE DO SUL,43
50122,ALFREDO VASCONCELOS,3101631,MG,MINAS GERAIS,31
50579,MONTIVIDIU DO NORTE,5213772,GO,GOIÁS,52
35855,ERECHIM,4307005,RS,RIO GRANDE DO SUL,43
39239,INHUMA,2204709,PI,PIAUÍ,22
6846,MATOS COSTA,4210704,SC,SANTA CATARINA,42
14395,SÃO CARLOS DO IVAÍ,4124608,PR,PARANÁ,41
1889,CAJUEIRO,2701308,AL,ALAGOAS,27
13695,ITAPITANGA,2916609,BA,BAHIA,29
53174,GLAUCILÂNDIA,3127354,MG,MINAS GERAIS,31
29263,DESTERRO DO MELO,3121506,MG,MINAS GERAIS,31
4453,ITABIRA,3131703,MG,MINAS GERAIS,31
30018,OLHO D'ÁGUA DAS CUNHÃS,2107407,MA,MARANHÃO,21
37217,MARCIONÍLIO SOUZA,2920809,BA,BAHIA,29
31457,ITAGUAÇU,3202702,ES,ESPÍRITO SANTO,32
42972,PORTO ESPERIDIÃO,5106828,MT,MATO GROSSO,51
23159,MAJOR ISIDORO,2704401,AL,ALAGOAS,27
13664,ITACAMBIRA,3132008,MG,MINAS GERAIS,31
14357,SAMBAÍBA,2109700,MA,MARANHÃO,21
23719,MARACÁS,2920502,BA,BAHIA,29
27038,ITIRUÇU,2916906,BA,BAHIA,29
51712,NOVA PÁDUA,4313086,RS,RIO GRANDE DO SUL,43
24172,CAMPO GRANDE,2701506,AL,ALAGOAS,27
5782,SERRA NEGRA,3551603,SP,SÃO PAULO,35
25205,RIBEIRÃO,2611804,PE,PERNAMBUCO,26
13372,PRESIDENTE DUTRA,2925600,BA,BAHIA,29
36232,GUANHÃES,3128006,MG,MINAS GERAIS,31
38591,PICUÍ,2511400,PB,PARAÍBA,25
17574,JOVIÂNIA,5212105,GO,GOIÁS,52
38199,PEREIRAS,3537503,SP,SÃO PAULO,35
17110,NOVA OLINDA DO NORTE,1303106,AM,AMAZONAS,13
30300,PORCIÚNCULA,3304102,RJ,RIO DE JANEIRO,33
57101,GOVERNADOR NUNES FREIRE,2104677,MA,MARANHÃO,21
38003,LAGES,4209300,SC,SANTA CATARINA,42
40235,TRÊS PASSOS,4321907,RS,RIO GRANDE DO SUL,43
18762,LAGOA FORMOSA,3137502,MG,MINAS GERAIS,31
44918,ABDON BATISTA,4200051,SC,SANTA CATARINA,42
12517,ANTÔNIO CARLOS,4201208,SC,SANTA CATARINA,42
33424,SÃO PEDRO DO PIAUÍ,2210508,PI,PIAUÍ,22
18858,LARANJAL PAULISTA,3526407,SP,SÃO PAULO,35
17756,IRITUIA,1503507,PA,PARÁ,15
36634,SANTA HELENA DE GOIÁS,5219308,GO,GOIÁS,52
30001,FLORESTAL,3126000,MG,MINAS GERAIS,31
22583,ITATIBA DO SUL,4310702,RS,RIO GRANDE DO SUL,43
23764,SÃO JOSÉ DO RIO PRETO,3549805,SP,SÃO PAULO,35
33297,CATUÍPE,4305009,RS,RIO GRANDE DO SUL,43
32566,JAPARATUBA,2803302,SE,SERGIPE,28
55309,NOVO SANTO ANTÔNIO,2206951,PI,PIAUÍ,22
13152,IPUEIRAS,2305902,CE,CEARÁ,23
10179,MACATUBA,3528007,SP,SÃO PAULO,35
33981,REGENERAÇÃO,2208809,PI,PIAUÍ,22
12957,POÇO VERDE,2805505,SE,SERGIPE,28
46679,LAGOA DO TOCANTINS,1711951,TO,TOCANTINS,17
20334,VERA CRUZ,2414803,RN,RIO GRANDE DO NORTE,24
36531,JARDINÓPOLIS,3525102,SP,SÃO PAULO,35
38209,GENERAL MAYNARD,2802502,SE,SERGIPE,28
18274,GUARARAPES,3518206,SP,SÃO PAULO,35
35226,MORRO DA GARÇA,3143609,MG,MINAS GERAIS,31
42549,JOÃO DOURADO,2918357,BA,BAHIA,29
52539,SÃO PEDRO DO BUTIÁ,4319372,RS,RIO GRANDE DO SUL,43
30025,ALTO PARANÁ,4100608,PR,PARANÁ,41
43490,PIRES FERREIRA,2310951,CE,CEARÁ,23
16300,CHAPECÓ,4204202,SC,SANTA CATARINA,42
20633,GETÚLIO VARGAS,4308904,RS,RIO GRANDE DO SUL,43
14223,CÂNDIDO SALES,2906709,BA,BAHIA,29
11862,AFUÁ,1500305,PA,PARÁ,15
5304,NAZARÉ,2922508,BA,BAHIA,29
25432,XIQUE-XIQUE,2933604,BA,BAHIA,29
53693,SÃO JOSÉ DA BARRA,3162948,MG,MINAS GERAIS,31
34083,AFONSO CUNHA,2100105,MA,MARANHÃO,21
26455,IPIAÇU,3131406,MG,MINAS GERAIS,31
3234,GLÓRIA,2911402,BA,BAHIA,29
39040,FLORES DO PIAUÍ,2203800,PI,PIAUÍ,22
46992,NOVA UNIÃO,1101435,RO,RONDÔNIA,11
23946,BARRA DE SÃO MIGUEL,2700607,AL,ALAGOAS,27
15411,SÃO RAIMUNDO DAS MANGABEIRAS,2111607,MA,MARANHÃO,21
5043,SÃO DOMINGOS,5219803,GO,GOIÁS,52
53105,DELTA,3121258,MG,MINAS GERAIS,31
18786,SANTANA DO ITARARÉ,4124004,PR,PARANÁ,41
50311,JAMPRUCA,3135076,MG,MINAS GERAIS,31
18418,OURO BRANCO,3145901,MG,MINAS GERAIS,31
36191,OURO VERDE,3534807,SP,SÃO PAULO,35
38986,RIO VERDE DE MATO GROSSO,5007406,MS,MATO GROSSO DO SUL,50
19369,CAPELA NOVA,3112208,MG,MINAS GERAIS,31
13114,TORIXORÉU,5108204,MT,MATO GROSSO,51
15710,MAJOR VIEIRA,4210308,SC,SANTA CATARINA,42
41492,OTACÍLIO COSTA,4211751,SC,SANTA CATARINA,42
34375,EIRUNEPÉ,1301407,AM,AMAZONAS,13
20994,RIO DOCE,3155009,MG,MINAS GERAIS,31
15703,PARANAGUÁ,4118204,PR,PARANÁ,41
41650,ITAPISSUMA,2607752,PE,PERNAMBUCO,26
36160,JUNDIAÍ,3525904,SP,SÃO PAULO,35
26383,NOVA CANTU,4116802,PR,PARANÁ,41
13183,PRESIDENTE NEREU,4214102,SC,SANTA CATARINA,42
54812,LOURDES,3527256,SP,SÃO PAULO,35
13341,ARACOIABA,2301208,CE,CEARÁ,23
56463,VENHA-VER,2414753,RN,RIO GRANDE DO NORTE,24
25140,PIRANHAS,2707107,AL,ALAGOAS,27
19981,CAMPO BOM,4303905,RS,RIO GRANDE DO SUL,43
